[1633098600, 5],
[1645882200, 4.21],
[1645968600, 4.21],
[1646055000, 4.22],
[1646141400, 4.22],
[1646227800, 4.21],
[1646314200, 4.21],
[1646400600, 4.21],
[1646487000, 4.2],
[1646573400, 4.2],
[1646659800, 4.21],
[1646746200, 4.21],
[1646832600, 4.21],
[1646919000, 4.21],
[1647005400, 4.19],
[1647091800, 4.19],
[1647178200, 4.17],
[1647264600, 4.14],
[1647351000, 4.11],
[1647437400, 4.09],
[1647523800, 4.07],
[1647610200, 4.03],
[1647696600, 4.17],
[1647783000, 4.18],
[1647869400, 4.18],
[1647955800, 4.18],
[1648042200, 4.16],
[1648128600, 4.16],
[1648215000, 4.15],
[1648301400, 4.07],
[1648387800, 4.07],
[1648474200, 4.08],
[1648560600, 3.82],
[1648647000, 3.8],
[1648733400, 3.73],
[1648819800, 3.72],
[1648906200, 3.57],
[1648996200, 3.57],
[1649082600, 3.58],
[1649169000, 3.38],
[1649255400, 3.38],
[1649341800, 3.37],
[1649514600, 3.36],
[1649601000, 3.36],
[1649687400, 3.36],
[1649773800, 3.36],
[1649860200, 3.36],
[1649946600, 4.17],
[1650033000, 4.17],
[1650119400, 4.17],
[1650205800, 4.17],
[1650292200, 4.17],
[1650378600, 4.17],
[1650465000, 4.12],
[1650551400, 4.12],
[1650637800, 4.12],
[1650724200, 4.14],
[1650810600, 4.14],
[1650897000, 4.14],
[1650983400, 4.14],
[1651069800, 4.14],
[1651156200, 4.02],
[1651242600, 4.02],
[1651329000, 4.01],
[1651415400, 4.01],
[1651501800, 4.01],
[1651588200, 4.02],
[1651674600, 4.02],
[1651761000, 4.01],
[1651847400, 3.52],
[1651933800, 3.52],
[1652020200, 3.51],
[1652106600, 3.5],
[1652193000, 3.95],
[1652279400, 3.95],
[1652365800, 3.92],
[1652970600, 3.92],
[1653057000, 3.91],
[1653143400, 3.88],
[1653229800, 3.86],
[1653316200, 3.86],
[1653402600, 3.83],
[1653489000, 3.79],
[1653575400, 3.73],
[1653661800, 3.72],
[1653748200, 3.69],
[1653834600, 3.67],
[1653921000, 3.68],
[1654007400, 3.65],
[1654093800, 3.62],
[1654180200, 3.6],
[1654266600, 3.6],
[1654353000, 3.6],
[1654439400, 3.61],
[1654525800, 3.61],
[1654612200, 3.6],
[1654698600, 3.59],
[1654785000, 3.59],
[1654871400, 3.58],
[1654957800, 3.57],
[1655044200, 3.56],
[1655130600, 3.55],
[1655217000, 3.55],
[1655303400, 3.56],
[1655389800, 3.55],
[1655476200, 3.52],
[1655562600, 3.51],
[1655649000, 3.48],
[1655735400, 3.48],
[1655821800, 3.45],
[1655908200, 3.43],
[1655994600, 3.41],
[1656081000, 3.38],
[1656167400, 3.35],
[1656253800, 3.25],
[1656340200, 3.19],
[1656426600, 3.16],
[1656513000, 3.09],
[1656599400, 3.09],
[1656685800, 3.09],
[1656772200, 3.09],
[1656858600, 3.09],
[1656945000, 3.1],
[1657031400, 3.58],
[1657117800, 3.58],
[1657290600, 3.58],
[1657377000, 3.58],
[1657463400, 3.58],
[1657549800, 3.58],
[1657636200, 3.57],
[1657722600, 3.56],
[1657809000, 3.53],
[1657895400, 3.49],
[1657981800, 3.46],
[1658068200, 3.44],
[1658154600, 3.41],
[1658241000, 3.41],
[1658327400, 3.39],
[1658413800, 3.32],
[1658673000, 2.64],
[1658759400, 3.54],
[1658845800, 3.53],
[1658932200, 3.54],
[1659018600, 3.54],
[1659105000, 3.54],
[1659191400, 3.53],
[1659277800, 3.54],
[1659364200, 3.53],
[1659450600, 3.53],
[1659537000, 3.53],
[1659623400, 3.53],
[1659709800, 3.53],
[1659796200, 3.52],
[1659882600, 3.52],
[1659969000, 3.53],
[1660055400, 3.52],
[1660228200, 3.52],
[1660314600, 3.52],
[1660401000, 3.52],
[1660487400, 3.52],
[1660573800, 3.52],
[1660660200, 3.48],
[1660746600, 3.49],
[1660833000, 3.48],
[1660919400, 3.46],
[1661005800, 3.46],
[1661178600, 3.41],
[1661265000, 3.4],
[1661351400, 3.39],
[1661437800, 3.39],
[1661524200, 3.37],
[1661610600, 3.43],
[1661697000, 3.43],
[1661783400, 3.42],
[1661869800, 3.42],
[1661956200, 3.43],
[1662042600, 3.48],
[1662129000, 3.47],
[1662215400, 5.24],
[1662301800, 3.62],
[1662561000, 5.21],
[1662647400, 5.22],
[1662733800, 5.23],
[1662820200, 5.23],
[1662906600, 5.23],
[1662993000, 5.24],
[1663079400, 3.46],
[1663165800, 3.83],
[1663252200, 3.81],
[1663338600, 3.8],
[1663425000, 3.8],
[1663511400, 3.79],
[1663597800, 3.8],
[1663684200, 3.79],
[1663770600, 3.77],
[1663857000, 3.76],
[1663943400, 3.73],
[1664029800, 3.73],
[1664116200, 3.73],
[1664202600, 3.72],
[1664289000, 3.71],
[1664375400, 3.72],
[1664461800, 3.72],
[1664548200, 3.74],
[1664634600, 4.53],
[1664717400, 4.53],
[1664803800, 4.53],
[1664890200, 4.53],
[1664976600, 4.53],
[1665063000, 4.53],
[1665149400, 4.53],
[1665235800, 4.53],
[1665322200, 4.48],
[1665408600, 4.47],
[1665495000, 4.46],
[1665581400, 4.51],
[1665667800, 4.53],
[1665754200, 4.52],
[1665840600, 4.5],
[1665927000, 4.53],
[1666013400, 4.48],
[1666099800, 4.46],
[1666186200, 4.47],
[1666272600, 4.45],
[1666359000, 4.42],
[1666445400, 4.42],
[1666531800, 4.42],
[1666618200, 4.38],
[1666704600, 4.45],
[1666791000, 4.43],
[1666877400, 4.42],
[1666963800, 4.42],
[1667050200, 4.36],
[1667136600, 4.33],
[1667223000, 4.31],
[1667309400, 4.27],
[1667395800, 4.29],
[1667482200, 4.4],
[1667568600, 4.39],
[1667655000, 4.39],
[1667741400, 4.35],
[1667827800, 6.97],
[1667914200, 6.98],
[1668000600, 7.03],
[1668087000, 7.1],
[1668173400, 7.11],
[1668259800, 7.11],
[1668346200, 7.14],
[1668432600, 7.17],
[1668519000, 7.13],
[1668605400, 7.06],
[1668691800, 6.18],
[1668778200, 6.18],
[1668864600, 6.18],
[1668951000, 6.14],
[1669037400, 6.16],
[1669123800, 6.14],
[1669210200, 6.15],
[1669296600, 6.14],
[1669383000, 6.14],
[1669469400, 6.14],
[1669555800, 6.1],
[1669642200, 6.14],
[1669728600, 5.4],
[1669815000, 5.45],
[1669901400, 5.46],
[1669987800, 5.45],
[1670074200, 6.27],
[1670160600, 6.32],
[1670247000, 6.29],
[1670333400, 6.31],
[1670419800, 5.79],
[1670506200, 6.32],
[1670592600, 5.23],
[1670679000, 5.23],
[1670765400, 6.3],
[1670851800, 6.34],
[1670938200, 6.33],
[1671024600, 7.24],
[1671111000, 6.17],
[1671197400, 6.17],
[1671283800, 6.17],
[1671370200, 4.73],
[1671456600, 4.74],
[1671543000, 4.73],
[1671629400, 4.39],
[1671715800, 4.37],
[1671802200, 4.37],
[1671888600, 4.36],
[1671975000, 4.35],
[1672061400, 4.32],
[1672147800, 4.28],
[1672234200, 4.26],
[1672320600, 4.27],
[1672407000, 4.27],
[1672493400, 4.26],
[1672579800, 4.2],
[1672666200, 7.31],
[1672752600, 6.53],
[1672839000, 6.54],
[1672925400, 7.39],
[1673011800, 7.39],
[1673098200, 7.39],
[1673184600, 7.46],
[1673271000, 6.43],
[1673357400, 6.41],
[1673443800, 6.09],
[1673530200, 5.97],
[1673616600, 5.92],
[1673703000, 5.88],
[1673789400, 6.46],
[1673875800, 6.42],
[1673962200, 6.46],
[1674048600, 6.43],
[1674135000, 6.42],
[1674221400, 6.42],
[1674307800, 6.42],
[1674394200, 6.42],
[1674480600, 6.42],
[1674567000, 6.42],
[1674653400, 6.42],
[1674739800, 6.42],
[1674826200, 6.16],
[1674912600, 6.16],
[1674999000, 6.2],
[1675085400, 6.19],
[1675171800, 6.2],
[1675258200, 6.21],
[1675344600, 6.17],
[1675431000, 6.17],
[1675517400, 6.17],
[1675603800, 6.16],
[1675690200, 6.16],
[1675776600, 6.16],
[1675863000, 6.17],
[1675949400, 6.14],
[1676035800, 5.88],
[1676122200, 5.87],
[1676208600, 5.86],
[1676295000, 5.86],
[1676381400, 5.84],
[1676467800, 5.64],
[1676554200, 5.62],
[1676640600, 5.39],
[1676727000, 5.37],
[1676813400, 5.37],
[1676899800, 5.34],
[1677072600, 5.29],
[1677159000, 5.24],
[1677245400, 5.23],
[1677331800, 5.23],
[1677418200, 5.21],
[1677504600, 5.21],
[1677591000, 5.19],
[1677677400, 5.24],
[1677763800, 5.19],
[1677850200, 5.18],
[1677936600, 5.16],
[1678023000, 5.1],
[1678109400, 5.03],
[1678195800, 4.99],
[1678282200, 4.92],
[1678368600, 4.93],
[1678455000, 4.91],
[1678541400, 4.88],
[1678627800, 4.89],
[1678714200, 4.86],
[1678800600, 4.8],
[1678887000, 4.71],
[1678973400, 4.65],
[1679059800, 4.63],
[1679146200, 4.6],
[1679232600, 4.59],
[1679319000, 4.49],
[1679405400, 4.47],
[1679491800, 5.11],
[1679578200, 5.07],
[1679664600, 5.07],
[1679751000, 5.01],
[1679837400, 4.89],
[1679923800, 4.87],
[1680010200, 7.26],
[1680096600, 7.2],
[1680183000, 7.21],
[1680269400, 6.49],
[1680355800, 6.49],
