[1633098600, 1],
[1643549400, 1],
[1643635800, 1],
[1643722200, 1],
[1643808600, 1],
[1643895000, 1],
[1643981400, 1],
[1644067800, 1],
[1644154200, 1],
[1644240600, 1],
[1644327000, 1],
[1644413400, 1],
[1644499800, 1],
[1644586200, 1],
[1644672600, 1],
[1644759000, 1],
[1644845400, 1],
[1644931800, 1],
[1645018200, 1],
[1645104600, 1],
[1645191000, 1],
[1645277400, 1],
[1645363800, 1],
[1645450200, 1],
[1645536600, 1],
[1645623000, 1],
[1645709400, 1],
[1645795800, 1],
[1645882200, 1],
[1645968600, 1],
[1646055000, 1],
[1646141400, 1],
[1646227800, 1],
[1646314200, 1],
[1646400600, 1],
[1646487000, 1],
[1646573400, 1],
[1646659800, 1],
[1646746200, 1],
[1646832600, 1],
[1646919000, 1],
[1647005400, 1],
[1647091800, 1],
[1647178200, 1],
[1647264600, 1],
[1647351000, 1],
[1647437400, 1],
[1647523800, 1],
[1647610200, 1],
[1647696600, 1],
[1647783000, 1],
[1647869400, 1],
[1647955800, 1],
[1648042200, 1],
[1648128600, 1],
[1648215000, 1],
[1648301400, 1],
[1648387800, 1],
[1648474200, 1],
[1648560600, 1],
[1648647000, 1],
[1648733400, 1],
[1648819800, 1],
[1648906200, 1],
[1648996200, 1],
[1649082600, 1],
[1649169000, 1],
[1649255400, 1],
[1649341800, 1],
[1649514600, 1],
[1649601000, 1],
[1649687400, 1],
[1649773800, 1],
[1649860200, 1],
[1649946600, 1],
[1650033000, 1],
[1650119400, 1],
[1650205800, 1],
[1650292200, 1],
[1650378600, 1],
[1650465000, 1],
[1650551400, 1],
[1650637800, 1],
[1650724200, 1],
[1650810600, 1],
[1650897000, 1],
[1650983400, 1],
[1651069800, 1],
[1651156200, 1],
[1651242600, 1],
[1651329000, 1],
[1651415400, 1],
[1651501800, 1],
[1651588200, 1],
[1651674600, 1],
[1651761000, 1],
[1651847400, 0.8947],
[1651933800, 0.8947],
[1652020200, 0.8947],
[1652106600, 0.8947],
[1652193000, 0.8947],
[1652279400, 0.8947],
[1652365800, 0.8947],
[1652970600, 0.8947],
[1653057000, 0.8947],
[1653143400, 0.8947],
[1653229800, 0.8947],
[1653316200, 1],
[1653402600, 1],
[1653489000, 0.8947],
[1653575400, 0.8947],
[1653661800, 0.8947],
[1653748200, 0.8947],
[1653834600, 0.8947],
[1653921000, 0.8947],
[1654007400, 1],
[1654093800, 0.8947],
[1654180200, 1],
[1654266600, 1],
[1654353000, 0.8947],
[1654439400, 1],
[1654525800, 1],
[1654612200, 0.8947],
[1654698600, 0.9474],
[1654785000, 0.9474],
[1654871400, 0.8947],
[1654957800, 0.8947],
[1655044200, 0.8947],
[1655130600, 0.8947],
[1655217000, 0.8947],
[1655303400, 0.8947],
[1655389800, 0.8947],
[1655476200, 0.8947],
[1655562600, 0.8947],
[1655649000, 0.8947],
[1655735400, 0.8947],
[1655821800, 0.8947],
[1655908200, 0.8947],
[1655994600, 0.8947],
[1656081000, 0.8947],
[1656167400, 0.8947],
[1656253800, 0.8947],
[1656340200, 0.8947],
[1656426600, 0.8947],
[1656513000, 0.8947],
[1656599400, 0.8947],
[1656685800, 0.8947],
[1656772200, 0.8947],
[1656858600, 0.8947],
[1656945000, 0.8947],
[1657031400, 0.8947],
[1657117800, 0.8947],
[1657290600, 0.8947],
[1657377000, 0.8947],
[1657463400, 0.9474],
[1657549800, 0.9474],
[1657636200, 0.9474],
[1657722600, 0.9474],
[1657809000, 0.9474],
[1657895400, 0.9474],
[1657981800, 0.9474],
[1658068200, 0.8947],
[1658154600, 0.8947],
[1658241000, 0.8947],
[1658327400, 0.8947],
[1658413800, 0.8947],
[1658673000, 0.8947],
[1658759400, 0.8947],
[1658845800, 0.8947],
[1658932200, 0.8947],
[1659018600, 0.8947],
[1659105000, 0.8947],
[1659191400, 0.8947],
[1659277800, 0.8947],
[1659364200, 0.8947],
[1659450600, 0.8947],
[1659537000, 0.8947],
[1659623400, 0.8947],
[1659709800, 0.8947],
[1659796200, 0.8947],
[1659882600, 0.8947],
[1659969000, 0.8947],
[1660055400, 0.8947],
[1660228200, 0.8947],
[1660314600, 0.8947],
[1660401000, 0.8947],
[1660487400, 0.8947],
[1660573800, 0.8947],
[1660660200, 0.8947],
[1660746600, 0.8947],
[1660833000, 0.9474],
[1660919400, 0.9474],
[1661005800, 0.9474],
[1661178600, 0.9474],
[1661265000, 0.9474],
[1661351400, 0.9474],
[1661437800, 0.9474],
[1661524200, 0.9474],
[1661610600, 0.9474],
[1661697000, 0.9474],
[1661783400, 0.9474],
[1661869800, 0.8947],
[1661956200, 0.8947],
[1662042600, 0.8947],
[1662129000, 0.8947],
[1662215400, 0.8947],
[1662301800, 0.8947],
[1662561000, 0.8947],
[1662647400, 0.8947],
[1662733800, 0.8947],
[1662820200, 0.8947],
[1662906600, 0.8947],
[1662993000, 0.8947],
[1663079400, 0.8947],
[1663165800, 0.8947],
[1663252200, 0.8947],
[1663338600, 0.8947],
[1663425000, 0.8947],
[1663511400, 0.8947],
[1663597800, 0.8947],
[1663684200, 0.8947],
[1663770600, 0.8947],
[1663857000, 0.8947],
[1663943400, 0.8947],
[1664029800, 0.8947],
[1664116200, 0.8947],
[1664202600, 0.8947],
[1664289000, 0.8947],
[1664375400, 0.8947],
[1664461800, 0.8421],
[1664548200, 0.8421],
[1664634600, 0.8421],
[1664717400, 0.8421],
[1664803800, 0.8421],
[1664890200, 0.8421],
[1664976600, 0.8421],
[1665063000, 0.8421],
[1665149400, 0.8421],
[1665235800, 0.8947],
[1665322200, 0.8947],
[1665408600, 0.8947],
[1665495000, 0.8947],
[1665581400, 0.8947],
[1665667800, 0.8421],
[1665754200, 0.8421],
[1665840600, 0.8421],
[1665927000, 0.8421],
[1666013400, 0.8421],
[1666099800, 0.8421],
[1666186200, 0.8421],
[1666272600, 0.8421],
[1666359000, 0.8421],
[1666445400, 0.8421],
[1666531800, 0.8421],
[1666618200, 0.8421],
[1666704600, 0.8421],
[1666791000, 0.8421],
[1666877400, 0.8421],
[1666963800, 0.8947],
[1667050200, 0.8947],
[1667136600, 0.8947],
[1667223000, 0.8947],
[1667309400, 0.9474],
[1667395800, 0.9474],
[1667482200, 0.9474],
[1667568600, 0.9474],
[1667655000, 0.9474],
[1667741400, 0.9474],
[1667827800, 0.9474],
[1667914200, 0.9474],
[1668000600, 0.8947],
[1668087000, 0.8947],
[1668173400, 0.8947],
[1668259800, 0.8947],
[1668346200, 0.8947],
[1668432600, 0.8947],
[1668519000, 0.8421],
[1668605400, 0.8421],
[1668691800, 0.8421],
[1668778200, 0.8947],
[1668864600, 0.8947],
[1668951000, 0.9474],
[1669037400, 0.9474],
[1669123800, 0.9474],
[1669210200, 0.9474],
[1669296600, 0.9474],
[1669383000, 0.9474],
[1669469400, 0.9474],
[1669555800, 0.9474],
[1669642200, 1],
[1669728600, 1],
[1669815000, 1],
[1669901400, 1],
[1669987800, 1],
[1670074200, 1],
[1670160600, 1],
[1670247000, 1],
[1670333400, 1],
[1670419800, 1],
[1670506200, 1],
[1670592600, 1],
[1670679000, 1],
[1670765400, 1],
[1670851800, 1],
[1670938200, 1],
[1671024600, 1],
[1671111000, 1],
[1671197400, 1],
[1671283800, 1],
[1671370200, 1],
[1671456600, 1],
[1671543000, 1],
[1671629400, 1],
[1671715800, 1],
[1671802200, 1],
[1671888600, 1],
[1671975000, 1],
[1672061400, 1],
[1672147800, 1],
[1672234200, 1],
[1672320600, 1],
[1672407000, 1],
[1672493400, 1],
[1672579800, 1],
[1672666200, 1],
[1672752600, 1],
[1672839000, 1],
[1672925400, 1],
[1673011800, 1],
[1673098200, 1],
[1673184600, 1],
[1673271000, 1],
[1673357400, 1],
[1673443800, 1],
[1673530200, 1],
[1673616600, 1],
[1673703000, 1],
[1673789400, 1],
[1673875800, 1],
[1673962200, 1],
[1674048600, 1],
[1674135000, 1],
[1674221400, 1],
[1674307800, 1],
[1674394200, 1],
[1674480600, 1],
[1674567000, 1],
[1674653400, 1],
[1674739800, 0.0526],
[1674826200, 0.0526],
[1674912600, 0.0526],
[1674999000, 0.0526],
[1675085400, 0.0526],
[1675171800, 1],
[1675258200, 1],
[1675344600, 1],
[1675431000, 1],
[1675517400, 1],
[1675603800, 1],
[1675690200, 1],
[1675776600, 1],
[1675863000, 1],
[1675949400, 1],
[1676035800, 1],
[1676122200, 1],
[1676208600, 1],
[1676295000, 1],
[1676381400, 1],
[1676467800, 1],
[1676554200, 1],
[1676640600, 1],
[1676727000, 1],
[1676813400, 1],
[1676899800, 1],
[1677072600, 1],
[1677159000, 1],
[1677245400, 1],
[1677331800, 1],
[1677418200, 1],
[1677504600, 1],
[1677591000, 1],
[1677677400, 1],
[1677763800, 1],
[1677850200, 1],
[1677936600, 1],
[1678023000, 1],
[1678109400, 1],
[1678195800, 1],
[1678282200, 1],
[1678368600, 1],
[1678455000, 1],
[1678541400, 1],
[1678627800, 1],
[1678714200, 1],
[1678800600, 1],
[1678887000, 1],
[1678973400, 1],
[1679059800, 1],
[1679146200, 1],
[1679232600, 1],
[1679319000, 1],
[1679405400, 1],
[1679491800, 1],
[1679578200, 1],
[1679664600, 1],
[1679751000, 1],
[1679837400, 1],
[1679923800, 1],
[1680010200, 0.9474],
[1680096600, 1],
[1680183000, 0.9474],
[1680269400, 1],
[1680355800, 1],
