[[1635341400, 0],
[1664461800, 2.5],
[1664548200, 2.5],
[1664634600, 2.52],
[1664717400, 2.58],
[1664803800, 2.56],
[1664890200, 2.54],
[1664976600, 2.53],
[1665063000, 2.52],
[1665149400, 2.51],
[1665235800, 2.47],
[1665322200, 2.51],
[1665408600, 2.44],
[1665495000, 2.45],
[1665581400, 2.47],
[1665667800, 2.43],
[1665754200, 2.46],
[1665840600, 2.48],
[1665927000, 2.51],
[1666013400, 2.47],
[1666099800, 2.39],
[1666186200, 2.49],
[1666272600, 2.51],
[1666359000, 2.45],
[1666445400, 2.51],
[1666531800, 2.5],
[1666618200, 2.49],
[1666704600, 2.55],
[1666791000, 2.55],
[1666877400, 2.6],
[1666963800, 2.69],
[1667050200, 3.09],
[1667136600, 2.66],
[1667223000, 2.67],
[1667309400, 2.69],
[1667395800, 2.67],
[1667482200, 2.68],
[1667568600, 2.77],
[1667655000, 2.78],
[1667741400, 2.76],
[1667827800, 2.45],
[1667914200, 2.38],
[1668000600, 2.39],
[1668087000, 2.43],
[1668173400, 2.71],
[1668259800, 2.68],
[1668346200, 2.72],
[1668432600, 2.68],
[1668519000, 2.68],
[1668605400, 2.64],
[1668691800, 2.72],
[1668778200, 2.93],
[1668864600, 2.68],
[1668951000, 2.76],
[1669037400, 2.91],
[1669123800, 2.75],
[1669210200, 2.58],
[1669296600, 2.71],
[1669383000, 2.56],
[1669469400, 2.51],
[1669555800, 2.49],
[1669642200, 2.65],
[1669728600, 2.74],
[1669815000, 2.5],
[1669901400, 2.62],
[1669987800, 2.59],
[1670074200, 2.97],
[1670160600, 2.7],
[1670247000, 2.78],
[1670333400, 2.66],
[1670419800, 2.71],
[1670506200, 2.63],
[1670592600, 2.73],
[1670679000, 2.56],
[1670765400, 2.62],
[1670851800, 2.64],
[1670938200, 2.79],
[1671024600, 3.04],
[1671111000, 2.73],
[1671197400, 2.54],
[1671283800, 2.78],
[1671370200, 2.79],
[1671456600, 2.34],
[1671543000, 2.28],
[1671629400, 2.22],
[1671715800, 2.19],
[1671802200, 2.28],
[1671888600, 2.25],
[1671975000, 2.18],
[1672061400, 2.27],
[1672147800, 2.17],
[1672234200, 2.19],
[1672320600, 2.16],
[1672407000, 2.17],
[1672493400, 2.03],
[1672579800, 2.15],
[1672666200, 2.13],
[1672752600, 2.09],
[1672839000, 2.12],
[1672925400, 2.15],
[1673011800, 2.19],
[1673098200, 2.18],
[1673184600, 2.26],
[1673271000, 2.25],
[1673357400, 2.19],
[1673443800, 2.19],
[1673530200, 2.59],
[1673616600, 2.27],
[1673703000, 2.35],
[1673789400, 2.36],
[1673875800, 2.35],
[1673962200, 2.36],
[1674048600, 2.48],
[1674135000, 2.44],
[1674221400, 2.43],
[1674307800, 2.43],
[1674394200, 2.51],
[1674480600, 2.54],
[1674567000, 2.48],
[1674653400, 2.49],
[1674739800, 2.45],
[1674826200, 2.47],
[1674912600, 2.46],
[1674999000, 2.49],
[1675085400, 2.52],
[1675171800, 2.66],
[1675258200, 2.6],
[1675344600, 2.88],
[1675431000, 2.88],
[1675517400, 2.48],
[1675603800, 2.53],
[1675690200, 2.5],
[1675776600, 2.49],
[1675863000, 2.51],
[1675949400, 2.46],
[1676035800, 2.46],
[1676122200, 2.43],
[1676208600, 2.48],
[1676295000, 2.53],
[1676381400, 2.52],
[1676467800, 2.47],
[1676554200, 2.85],
[1676640600, 2.61],
[1676727000, 2.61]]
